club_id,game_id,own_goals,own_position,own_manager_name,opponent_id,opponent_goals,opponent_position,opponent_manager_name,hosting,is_win
405,2225476,1,15,Paul Lambert,984,1,6,Steve Clarke,Home,0
985,2225497,2,3,Sir Alex Ferguson,148,3,5,André Villas-Boas,Home,0
1123,2225503,1,15,Chris Hughton,11,0,9,Arsène Wenger,Home,1
984,2225507,1,7,Steve Clarke,281,2,3,Roberto Mancini,Home,0
2288,2225488,2,12,Michael Laudrup,1032,2,18,Brian McDermott,Home,0
512,2225494,2,13,Tony Pulis,2288,0,12,Michael Laudrup,Home,1
1032,2225493,2,19,Brian McDermott,762,2,11,Alan Pardew,Home,0
148,2225500,2,5,André Villas-Boas,405,0,16,Paul Lambert,Home,1
29,2225477,3,2,David Moyes,180,1,17,Nigel Adkins,Home,1
11,2225475,1,9,Arsène Wenger,631,2,1,Roberto Di Matteo,Home,0
289,2225490,1,8,Martin O'Neill,1071,0,16,Roberto Martínez,Home,1
148,2225483,2,8,André Villas-Boas,1039,1,19,Mark Hughes,Home,1
281,2225484,1,7,Roberto Mancini,11,1,5,Arsène Wenger,Home,0
31,2225462,1,18,Brendan Rodgers,985,2,2,Sir Alex Ferguson,Home,0
762,2225485,1,10,Alan Pardew,1123,0,17,Chris Hughton,Home,1
1071,2225480,1,15,Roberto Martínez,931,2,6,Martin Jol,Home,0
180,2225482,4,16,Nigel Adkins,405,1,14,Paul Lambert,Home,1
984,2225478,1,4,Steve Clarke,1032,0,20,Brian McDermott,Home,1
1123,2225498,2,18,Chris Hughton,31,5,14,Brendan Rodgers,Home,0
931,2225496,1,10,Martin Jol,281,2,4,Roberto Mancini,Home,0
29,2225469,2,7,David Moyes,762,2,12,Alan Pardew,Home,0
1032,2225466,1,19,Brian McDermott,148,3,11,André Villas-Boas,Home,0
405,2225471,2,14,Paul Lambert,2288,0,5,Michael Laudrup,Home,1
11,2225470,6,3,Arsène Wenger,180,1,20,Nigel Adkins,Home,1
931,2225468,3,9,Martin Jol,984,0,6,Steve Clarke,Home,1
2288,2225481,0,11,Michael Laudrup,29,3,3,David Moyes,Home,0
1039,2225465,0,18,Mark Hughes,631,0,1,Roberto Di Matteo,Home,0
512,2225463,1,13,Tony Pulis,281,1,4,Roberto Mancini,Home,0
379,2238003,1,8,Sam Allardyce,11,3,7,Arsène Wenger,Home,0
1123,2225464,0,16,Chris Hughton,379,0,8,Sam Allardyce,Home,0
180,2225457,2,20,Nigel Adkins,985,3,5,Sir Alex Ferguson,Home,0
289,2225460,1,10,Martin O'Neill,31,1,17,Brendan Rodgers,Home,0
762,2225453,1,11,Alan Pardew,405,1,16,Paul Lambert,Home,0
31,2225456,0,18,Brendan Rodgers,11,2,9,Arsène Wenger,Home,0
281,2225458,3,4,Roberto Mancini,1039,1,19,Mark Hughes,Home,1
379,2225479,1,9,Sam Allardyce,289,1,12,Martin O'Neill,Home,0
2288,2225455,2,2,Michael Laudrup,289,2,8,Martin O'Neill,Home,0
148,2225454,1,14,André Villas-Boas,1123,1,15,Chris Hughton,Home,0
379,2225473,3,7,Sam Allardyce,931,0,12,Martin Jol,Home,1
631,2225489,4,1,Roberto Di Matteo,1123,1,19,Chris Hughton,Home,1
289,2225443,3,5,Martin O'Neill,1032,0,16,Brian McDermott,Home,1
31,2225452,2,15,Brendan Rodgers,281,2,6,Roberto Mancini,Home,0
984,2225472,2,3,Steve Clarke,29,0,6,David Moyes,Home,1
631,2225449,2,2,Roberto Di Matteo,762,0,10,Alan Pardew,Home,1
1071,2225474,2,10,Roberto Martínez,512,2,13,Tony Pulis,Home,0
631,2225461,1,1,Roberto Di Matteo,512,0,13,Tony Pulis,Home,1
148,2225448,1,14,André Villas-Boas,984,1,4,Steve Clarke,Home,0
1123,2225450,1,18,Chris Hughton,1039,1,17,Mark Hughes,Home,0
148,2225506,2,5,André Villas-Boas,631,4,1,Roberto Di Matteo,Home,0
405,2225445,1,20,Paul Lambert,29,3,3,David Moyes,Home,0
29,2230144,1,7,David Moyes,985,0,16,Sir Alex Ferguson,Home,1
281,2230145,3,5,Roberto Mancini,180,2,13,Nigel Adkins,Home,1
631,2225459,4,1,Roberto Di Matteo,1032,2,17,Brian McDermott,Home,1
762,2230141,2,6,Alan Pardew,148,1,14,André Villas-Boas,Home,1
984,2230149,3,3,Steve Clarke,31,0,18,Brendan Rodgers,Home,1
11,2230146,0,11,Arsène Wenger,289,0,12,Martin O'Neill,Home,0
180,2225446,0,19,Nigel Adkins,1071,2,9,Roberto Martínez,Home,0
931,2230147,5,1,Martin Jol,1123,0,20,Chris Hughton,Home,1
379,2230142,1,8,Sam Allardyce,405,0,15,Paul Lambert,Home,1
1032,2230143,1,10,Brian McDermott,512,1,9,Tony Pulis,Home,0
969,2224188,0,8,René Girard,1082,0,5,Rudi Garcia,Home,0
583,2224187,3,1,Carlo Ancelotti,3911,1,20,Corentin Martins,Home,1
1421,2224181,1,14,Hubert Fournier,1158,0,7,Christian Gourcuff,Home,1
273,2224179,1,11,Frédéric Antonetti,1147,1,16,Albert Emon,Home,0
985,2225447,3,8,Sir Alex Ferguson,931,2,7,Martin Jol,Home,1
14171,2224119,4,17,Pascal Dupraz,417,0,5,Claude Puel,Home,1
1158,2224122,3,7,Christian Gourcuff,618,1,6,Christophe Galtier,Home,1
1147,2224120,0,15,Albert Emon,1095,1,19,Jean-Marc Furlan,Home,0
1423,2224114,4,11,Daniel Sanchez,273,1,12,Frédéric Antonetti,Home,1
1039,2230140,0,19,Mark Hughes,2288,5,2,Michael Laudrup,Home,0
40,2224124,3,8,Francis Gillot,1159,2,18,Patrick Gabriel,Home,1
244,2224123,2,2,Élie Baup,415,1,10,Alain Casanova,Home,1
1082,2224125,3,4,Rudi Garcia,1421,0,16,Hubert Fournier,Home,1
2288,2225444,3,1,Michael Laudrup,379,0,11,Sam Allardyce,Home,1
595,2224108,3,13,Frédéric Hantz,969,1,9,René Girard,Home,1
1159,2224140,0,17,Patrick Gabriel,1041,3,3,Rémi Garde,Home,0
273,2224133,0,11,Frédéric Antonetti,417,3,4,Claude Puel,Home,0
1095,2224127,1,19,Jean-Marc Furlan,14171,0,18,Pascal Dupraz,Home,1
415,2224121,4,10,Alain Casanova,1082,2,6,Rudi Garcia,Home,1
583,2224130,1,1,Carlo Ancelotti,1423,1,12,Daniel Sanchez,Home,0
1421,2224132,1,14,Hubert Fournier,1147,1,15,Albert Emon,Home,0
750,2224131,1,16,Eric Hély,1158,0,8,Christian Gourcuff,Home,1
618,2224129,0,5,Christophe Galtier,40,0,9,Francis Gillot,Home,0
14171,2224145,0,17,Pascal Dupraz,583,1,1,Carlo Ancelotti,Home,0
244,2224134,2,2,Élie Baup,595,1,13,Frédéric Hantz,Home,1
417,2224139,3,6,Claude Puel,1095,1,20,Jean-Marc Furlan,Home,1
1041,2224137,1,3,Rémi Garde,618,1,4,Christophe Galtier,Home,0
595,2224142,0,13,Frédéric Hantz,415,0,11,Alain Casanova,Home,0
1041,2224126,0,3,Rémi Garde,583,1,1,Carlo Ancelotti,Home,0
985,2225467,4,2,Sir Alex Ferguson,1071,0,15,Roberto Martínez,Home,1
3911,2224138,0,19,Corentin Martins,273,2,10,Frédéric Antonetti,Home,0
40,2224136,0,9,Francis Gillot,1421,0,14,Hubert Fournier,Home,0
1082,2224135,3,5,Rudi Garcia,750,3,18,Eric Hély,Home,0
969,2224128,2,7,René Girard,3911,1,20,Corentin Martins,Home,1
273,2224144,1,10,Frédéric Antonetti,1095,2,20,Jean-Marc Furlan,Home,0
3911,2224112,0,20,Corentin Martins,750,2,14,Eric Hély,Home,0
583,2224150,3,1,Carlo Ancelotti,417,0,6,Claude Puel,Home,1
750,2224158,2,18,Eric Hély,40,2,9,Francis Gillot,Home,0
1159,2224152,3,17,Patrick Gabriel,14171,1,16,Pascal Dupraz,Home,1
618,2224161,4,4,Christophe Galtier,1147,2,15,Albert Emon,Home,1
1421,2224143,0,14,Hubert Fournier,1423,1,12,Daniel Sanchez,Home,0
595,2224148,1,13,Frédéric Hantz,1082,2,5,Rudi Garcia,Home,0
244,2224154,1,2,Élie Baup,3911,0,19,Corentin Martins,Home,1
512,2225451,0,12,Tony Pulis,11,0,13,Arsène Wenger,Home,0
1082,2224164,0,6,Rudi Garcia,244,0,2,Élie Baup,Home,0
1041,2224155,3,3,Rémi Garde,415,1,11,Alain Casanova,Home,1
1158,2224146,0,7,Christian Gourcuff,244,1,2,Élie Baup,Home,0
40,2224165,4,9,Francis Gillot,969,2,7,René Girard,Home,1
417,2224162,3,5,Claude Puel,750,0,17,Eric Hély,Home,1
14171,2224159,4,16,Pascal Dupraz,273,2,10,Frédéric Antonetti,Home,1
1147,2224157,1,15,Albert Emon,1159,1,18,Patrick Gabriel,Home,0
3911,2224153,0,19,Corentin Martins,1421,2,13,Hubert Fournier,Home,0
1158,2224166,4,8,Christian Gourcuff,595,1,12,Frédéric Hantz,Home,1
1423,2224151,0,14,Daniel Sanchez,618,0,4,Christophe Galtier,Home,0
1082,2224169,5,5,Rudi Garcia,1158,0,8,Christian Gourcuff,Home,1
1421,2224172,1,15,Hubert Fournier,1041,0,4,Rémi Garde,Home,1
1159,2224175,1,18,Patrick Gabriel,1095,0,20,Jean-Marc Furlan,Home,1
595,2224173,4,12,Frédéric Hantz,3911,0,19,Corentin Martins,Home,1
1423,2224141,0,12,Daniel Sanchez,1159,0,16,Patrick Gabriel,Home,0
1147,2224147,2,15,Albert Emon,969,1,8,René Girard,Home,1
1095,2224160,0,20,Jean-Marc Furlan,583,1,1,Carlo Ancelotti,Home,0
750,2224167,0,16,Eric Hély,1147,0,14,Albert Emon,Home,0
244,2224174,1,2,Élie Baup,40,0,9,Francis Gillot,Home,1
415,2224163,3,11,Alain Casanova,417,4,6,Claude Puel,Home,0
1041,2224064,1,3,Rémi Garde,750,2,17,Eric Hély,Home,0
3911,2224065,1,18,Landry Chauvin,1082,2,5,Rudi Garcia,Home,0
417,2224067,0,6,Claude Puel,244,1,2,Élie Baup,Home,0
14171,2224072,2,15,Pascal Dupraz,1421,2,16,Hubert Fournier,Home,0
1423,2224066,3,12,Daniel Sanchez,595,4,13,Frédéric Hantz,Home,0
618,2224171,1,3,Christophe Galtier,14171,0,17,Pascal Dupraz,Home,1
273,2224062,0,10,Frédéric Antonetti,1159,2,19,Patrick Gabriel,Home,0
1095,2224075,2,20,Jean-Marc Furlan,618,2,4,Christophe Galtier,Home,0
1071,2230148,0,17,Roberto Martínez,631,2,4,Roberto Di Matteo,Home,0
583,2224061,1,1,Carlo Ancelotti,969,0,7,René Girard,Home,1
969,2224156,1,8,René Girard,1041,2,3,Rémi Garde,Home,0
415,2224149,0,11,Alain Casanova,1158,1,7,Christian Gourcuff,Home,0
750,2224081,1,18,Eric Hély,1423,1,12,Daniel Sanchez,Home,0
273,2224170,0,10,Frédéric Antonetti,583,2,1,Carlo Ancelotti,Home,0
969,2224076,1,7,René Girard,1095,1,19,Jean-Marc Furlan,Home,0
1082,2224079,1,6,Rudi Garcia,14171,2,15,Pascal Dupraz,Home,0
1158,2224073,4,8,Christian Gourcuff,3911,0,17,Landry Chauvin,Home,1
618,2224077,2,4,Christophe Galtier,583,2,1,Carlo Ancelotti,Home,0
1421,2224070,1,16,Hubert Fournier,273,0,10,Frédéric Antonetti,Home,1
244,2224071,0,3,Élie Baup,1147,0,13,Albert Emon,Home,0
1041,2224085,0,2,Rémi Garde,244,0,3,Élie Baup,Home,0
40,2224084,1,9,Francis Gillot,595,0,14,Frédéric Hantz,Home,1
14171,2224096,5,16,Pascal Dupraz,750,1,18,Eric Hély,Home,1
415,2224069,0,11,Alain Casanova,40,0,9,Francis Gillot,Home,0
40,2224063,1,9,Francis Gillot,1158,1,8,Christian Gourcuff,Home,0
1147,2224087,1,13,Albert Emon,1158,0,10,Christian Gourcuff,Home,1
1423,2224083,1,12,Daniel Sanchez,1082,3,6,Rudi Garcia,Home,0
1095,2224090,4,19,Jean-Marc Furlan,1421,2,17,Hubert Fournier,Home,1
1147,2224068,2,14,Albert Emon,415,3,11,Alain Casanova,Home,0
273,2224082,2,8,Frédéric Antonetti,618,2,4,Christophe Galtier,Home,0
1082,2224095,2,7,Rudi Garcia,40,1,10,Francis Gillot,Home,1
969,2224168,3,7,René Girard,1423,1,13,Daniel Sanchez,Home,1
3911,2224094,1,15,Landry Chauvin,1041,1,2,Rémi Garde,Home,0
618,2224100,4,4,Christophe Galtier,417,0,5,Claude Puel,Home,1
3911,2224078,0,15,Landry Chauvin,415,1,11,Alain Casanova,Home,0
1158,2224098,1,9,Christian Gourcuff,1423,1,11,Daniel Sanchez,Home,0
595,2224091,1,13,Frédéric Hantz,1147,0,14,Albert Emon,Home,1
415,2224089,0,12,Alain Casanova,14171,0,18,Pascal Dupraz,Home,0
1159,2224080,1,20,Patrick Gabriel,417,0,5,Claude Puel,Home,1
583,2224101,2,1,Carlo Ancelotti,244,0,3,Élie Baup,Home,1
969,2224097,2,6,René Girard,273,0,8,Frédéric Antonetti,Home,1
583,2224088,2,1,Carlo Ancelotti,1159,1,20,Patrick Gabriel,Home,1
595,2224074,4,14,Frédéric Hantz,1041,1,2,Rémi Garde,Home,1
417,2224086,2,5,Claude Puel,969,0,7,René Girard,Home,1
1095,2224106,0,19,Jean-Marc Furlan,595,0,16,Frédéric Hantz,Home,0
1159,2224105,0,20,Patrick Gabriel,618,3,5,Christophe Galtier,Home,0
244,2224092,2,3,Élie Baup,1095,1,20,Jean-Marc Furlan,Home,1
1041,2224104,3,2,Rémi Garde,1158,1,9,Christian Gourcuff,Home,1
1423,2224102,0,11,Daniel Sanchez,415,0,12,Alain Casanova,Home,0
273,2224103,2,7,Frédéric Antonetti,750,2,15,Eric Hély,Home,0
750,2224056,3,14,Eric Hély,583,2,1,Carlo Ancelotti,Home,1
1421,2224048,1,17,Hubert Fournier,618,1,5,Christophe Galtier,Home,0
750,2224099,1,17,Eric Hély,1159,2,19,Patrick Gabriel,Home,0
40,2224051,0,9,Francis Gillot,1041,4,2,Rémi Garde,Home,0
1158,2224058,2,7,Christian Gourcuff,14171,1,18,Pascal Dupraz,Home,1
417,2224107,2,4,Claude Puel,1421,0,17,Hubert Fournier,Home,1
1421,2224093,1,16,Hubert Fournier,583,0,1,Carlo Ancelotti,Home,1
415,2224049,2,12,Alain Casanova,1095,2,19,Jean-Marc Furlan,Home,0
244,2224053,1,3,Élie Baup,1423,0,11,Daniel Sanchez,Home,1
1147,2224110,1,13,Albert Emon,1082,3,8,Rudi Garcia,Home,0
14171,2224109,0,18,Pascal Dupraz,969,1,6,René Girard,Home,0
273,2224060,2,5,Frédéric Antonetti,415,0,12,Alain Casanova,Home,1
14171,2224042,1,17,Pascal Dupraz,244,1,3,Élie Baup,Home,0
1041,2224040,1,2,Rémi Garde,1082,3,10,Rudi Garcia,Home,0
1423,2224057,2,11,Daniel Sanchez,3911,1,15,Landry Chauvin,Home,1
1082,2224050,2,10,Rudi Garcia,273,0,6,Frédéric Antonetti,Home,1
595,2224052,0,15,Frédéric Hantz,417,1,4,Claude Puel,Home,0
969,2224055,1,8,René Girard,1159,0,20,Patrick Gabriel,Home,1
3911,2224054,1,16,Landry Chauvin,1147,1,13,Albert Emon,Home,0
583,2224059,3,1,Carlo Ancelotti,595,1,14,Frédéric Hantz,Home,1
244,2224038,0,3,Élie Baup,1159,1,19,Patrick Gabriel,Home,0
969,2224039,3,8,René Girard,1421,1,18,Hubert Fournier,Home,1
40,2224037,2,4,Francis Gillot,1423,0,12,Daniel Sanchez,Home,1
40,2224111,0,10,Francis Gillot,3911,2,14,Landry Chauvin,Home,0
1082,2224036,1,10,Rudi Garcia,1095,1,20,Jean-Marc Furlan,Home,0
750,2224035,1,17,Eric Hély,618,2,6,Christophe Galtier,Home,0
595,2224033,0,13,Frédéric Hantz,14171,0,16,Pascal Dupraz,Home,0
1095,2224046,0,19,Jean-Marc Furlan,750,0,18,Eric Hély,Home,0
1158,2224034,2,9,Christian Gourcuff,273,2,7,Frédéric Antonetti,Home,0
1159,2224043,1,20,Patrick Gabriel,1421,2,16,Hubert Fournier,Home,0
3911,2224030,0,15,Landry Chauvin,417,2,5,Claude Puel,Home,0
618,2224044,4,4,Christophe Galtier,969,1,9,René Girard,Home,1
415,2224047,0,11,Alain Casanova,583,4,1,Carlo Ancelotti,Home,0
583,2224032,1,1,Carlo Ancelotti,1082,0,11,Rudi Garcia,Home,1
14171,2224029,1,17,Pascal Dupraz,1147,1,15,Albert Emon,Home,0
1421,2224019,1,18,Hubert Fournier,415,1,10,Alain Casanova,Home,0
1147,2224025,3,14,Albert Emon,1041,1,2,Rémi Garde,Home,1
969,2224031,2,9,René Girard,750,0,16,Eric Hély,Home,1
273,2224027,2,4,Frédéric Antonetti,244,2,3,Élie Baup,Home,0
1423,2224021,0,12,Daniel Sanchez,1041,2,2,Rémi Garde,Home,0
1082,2224010,0,10,Rudi Garcia,417,2,4,Claude Puel,Home,0
595,2224024,0,13,Frédéric Hantz,273,2,5,Frédéric Antonetti,Home,0
417,2224028,0,6,Claude Puel,40,1,5,Francis Gillot,Home,0
618,2224016,3,7,Christophe Galtier,595,0,13,Frédéric Hantz,Home,1
40,2224012,0,7,Francis Gillot,583,1,1,Carlo Ancelotti,Home,0
1147,2224014,1,16,Albert Emon,1423,1,11,Daniel Sanchez,Home,0
1158,2224008,3,6,Christian Gourcuff,1095,2,19,Jean-Marc Furlan,Home,1
750,2224009,1,15,Eric Hély,1421,0,18,Hubert Fournier,Home,1
1041,2224022,0,2,Rémi Garde,14171,0,17,Pascal Dupraz,Home,0
750,2223996,3,17,Eric Hély,244,1,3,Élie Baup,Home,1
3911,2224018,0,14,Landry Chauvin,618,1,8,Christophe Galtier,Home,0
1421,2224011,1,16,Hubert Fournier,595,2,13,Frédéric Hantz,Home,0
417,2224003,5,5,Claude Puel,1423,0,10,Daniel Sanchez,Home,1
1159,2224004,2,20,Patrick Gabriel,1082,2,8,Rudi Garcia,Home,0
969,2224002,2,9,René Girard,1158,0,7,Christian Gourcuff,Home,1
417,2224041,1,6,Claude Puel,1158,1,8,Christian Gourcuff,Home,0
14171,2224001,0,18,Pascal Dupraz,3911,2,14,Landry Chauvin,Home,0
1095,2224006,1,19,Jean-Marc Furlan,1041,2,1,Rémi Garde,Home,0
618,2224007,2,11,Christophe Galtier,415,2,12,Alain Casanova,Home,0
415,2224023,2,9,Alain Casanova,1159,1,20,Patrick Gabriel,Home,1
583,2224013,0,2,Carlo Ancelotti,1147,0,15,Albert Emon,Home,0
1423,2224005,2,6,Daniel Sanchez,14171,1,17,Pascal Dupraz,Home,1
1147,2224045,1,13,Albert Emon,40,0,7,Francis Gillot,Home,1
40,2223999,0,7,Francis Gillot,1095,0,19,Jean-Marc Furlan,Home,0
1041,2223995,3,2,Rémi Garde,417,0,9,Claude Puel,Home,1
1158,2224000,2,5,Christian Gourcuff,1421,2,15,Hubert Fournier,Home,0
1147,2223991,2,16,Albert Emon,273,4,4,Frédéric Antonetti,Home,0
1082,2223997,4,8,Rudi Garcia,969,1,11,René Girard,Home,1
3911,2223992,0,14,Landry Chauvin,583,3,1,Carlo Ancelotti,Home,0
583,2223894,1,1,Carlo Ancelotti,1041,0,2,Rémi Garde,Home,1
1095,2224017,2,19,Jean-Marc Furlan,3911,1,14,Landry Chauvin,Home,1
618,2223985,0,8,Christophe Galtier,1158,2,4,Christian Gourcuff,Home,0
1095,2223989,3,19,Jean-Marc Furlan,1147,2,14,Alex Dupont,Home,1
1159,2224020,2,20,Patrick Gabriel,1158,1,8,Christian Gourcuff,Home,1
595,2223994,4,13,Frédéric Hantz,1159,2,20,Jean Fernandez,Home,1
417,2223896,3,5,Claude Puel,14171,2,15,Pascal Dupraz,Home,1
750,2223895,1,18,Eric Hély,3911,2,13,Landry Chauvin,Home,0
415,2223993,2,12,Alain Casanova,750,0,18,Eric Hély,Home,1
273,2223891,2,6,Frédéric Antonetti,1423,0,10,Daniel Sanchez,Home,1
40,2223979,0,5,Francis Gillot,618,0,4,Christophe Galtier,Home,0
595,2223986,1,15,Frédéric Hantz,244,2,3,Élie Baup,Home,0
1041,2223988,1,1,Rémi Garde,1159,1,19,Jean Fernandez,Home,0
3911,2223983,1,16,Landry Chauvin,969,2,11,René Girard,Home,0
1158,2223981,2,6,Christian Gourcuff,750,0,18,Eric Hély,Home,1
415,2223892,0,12,Alain Casanova,244,1,3,Élie Baup,Home,0
14171,2223980,2,14,Pascal Dupraz,1095,0,20,Jean-Marc Furlan,Home,1
969,2223897,4,9,René Girard,595,0,16,Frédéric Hantz,Home,1
1082,2223982,2,10,Rudi Garcia,415,0,12,Alain Casanova,Home,1
1423,2223990,0,7,Daniel Sanchez,583,4,2,Carlo Ancelotti,Home,0
1147,2223972,2,13,Alex Dupont,1421,0,17,Hubert Fournier,Home,1
244,2223974,0,3,Élie Baup,1158,3,8,Christian Gourcuff,Home,0
1421,2223977,0,15,Hubert Fournier,40,0,6,Francis Gillot,Home,0
244,2223998,1,3,Élie Baup,618,0,10,Christophe Galtier,Home,1
273,2224015,0,6,Frédéric Antonetti,40,2,4,Francis Gillot,Home,0
1095,2223970,1,19,Jean-Marc Furlan,417,1,10,Claude Puel,Home,0
1159,2223971,1,20,Jean Fernandez,1423,1,5,Daniel Sanchez,Home,0
969,2223968,3,12,René Girard,1147,0,17,Alex Dupont,Home,1
583,2223975,4,2,Carlo Ancelotti,14171,0,18,Pascal Dupraz,Home,1
415,2223976,0,9,Alain Casanova,595,0,13,Frédéric Hantz,Home,0
1158,2223958,1,11,Christian Gourcuff,415,0,8,Alain Casanova,Home,1
1095,2223963,2,19,Jean-Marc Furlan,273,3,7,Frédéric Antonetti,Home,0
244,2224026,3,3,Élie Baup,969,2,12,René Girard,Home,1
3911,2223962,1,14,Landry Chauvin,244,2,2,Élie Baup,Home,0
273,2223978,2,7,Frédéric Antonetti,3911,2,14,Landry Chauvin,Home,0
1159,2223987,1,20,Jean Fernandez,40,1,7,Francis Gillot,Home,0
14171,2223961,1,17,Pascal Dupraz,1159,1,20,Jean Fernandez,Home,0
40,2223960,2,6,Francis Gillot,750,2,18,Eric Hély,Home,0
1041,2223964,1,1,Rémi Garde,969,0,13,René Girard,Home,1
750,2223969,1,16,Eric Hély,1082,1,11,Rudi Garcia,Home,0
1082,2223965,0,10,Rudi Garcia,595,0,12,Frédéric Hantz,Home,0
1147,2223957,0,16,Alex Dupont,618,0,3,Christophe Galtier,Home,0
415,2223956,3,7,Alain Casanova,1041,0,1,Rémi Garde,Home,1
1421,2223959,0,15,Hubert Fournier,3911,0,13,Landry Chauvin,Home,0
969,2223952,1,12,René Girard,40,0,5,Francis Gillot,Home,1
595,2223955,2,14,Frédéric Hantz,1158,1,11,Christian Gourcuff,Home,1
273,2223953,0,8,Frédéric Antonetti,14171,1,17,Pascal Dupraz,Home,0
750,2223949,0,18,Eric Hély,417,1,10,Claude Puel,Home,0
1421,2223893,1,17,Hubert Fournier,1082,1,11,Rudi Garcia,Home,0
1159,2223947,1,20,Jean Fernandez,1147,1,16,Alex Dupont,Home,0
1423,2223973,1,5,Daniel Sanchez,1421,0,15,Hubert Fournier,Home,1
40,2223942,1,2,Francis Gillot,244,0,4,Élie Baup,Home,1
417,2223946,1,11,Claude Puel,415,0,9,Alain Casanova,Home,1
417,2223984,1,8,Claude Puel,273,0,9,Frédéric Antonetti,Home,1
618,2223966,0,4,Christophe Galtier,1041,1,1,Rémi Garde,Home,0
3911,2223944,3,12,Landry Chauvin,595,0,17,Frédéric Hantz,Home,1
14171,2223940,2,18,Pascal Dupraz,618,2,5,Christophe Galtier,Home,0
583,2223954,4,2,Carlo Ancelotti,1095,0,19,Jean-Marc Furlan,Home,1
1147,2223938,0,15,Alex Dupont,750,1,16,Eric Hély,Home,0
583,2223945,1,3,Carlo Ancelotti,273,2,7,Frédéric Antonetti,Home,0
1158,2223939,2,10,Christian Gourcuff,1082,0,8,Rudi Garcia,Home,1
969,2223935,1,14,René Girard,583,1,2,Carlo Ancelotti,Home,0
244,2223951,1,3,Élie Baup,1082,0,9,Rudi Garcia,Home,1
1158,2223931,0,11,Christian Gourcuff,40,4,6,Francis Gillot,Home,0
244,2223933,2,3,Élie Baup,417,2,15,Claude Puel,Home,0
1041,2223941,3,1,Rémi Garde,1421,0,13,Hubert Fournier,Home,1
750,2223930,1,18,Eric Hély,1041,1,1,Rémi Garde,Home,0
618,2223929,2,4,Christophe Galtier,1095,0,19,Jean-Marc Furlan,Home,1
1095,2223943,3,19,Jean-Marc Furlan,1159,3,20,Jean Fernandez,Home,0
1082,2223934,1,7,Rudi Garcia,3911,0,16,Landry Chauvin,Home,1
40,2223915,1,7,Francis Gillot,415,0,4,Alain Casanova,Home,1
415,2223936,2,8,Alain Casanova,1147,4,12,Alex Dupont,Home,0
595,2223932,2,13,Frédéric Hantz,1423,3,5,Daniel Sanchez,Home,0
618,2223948,1,4,Christophe Galtier,1423,0,6,Daniel Sanchez,Home,1
1423,2223927,3,5,Daniel Sanchez,750,1,17,Eric Hély,Home,1
1147,2223919,0,16,Alex Dupont,244,2,3,Élie Baup,Home,0
417,2223917,2,15,Claude Puel,1159,1,20,Jean Fernandez,Home,1
1041,2223913,5,1,Rémi Garde,595,2,12,Frédéric Hantz,Home,1
273,2223911,1,9,Frédéric Antonetti,1421,0,10,Hubert Fournier,Home,1
1421,2223937,1,10,Hubert Fournier,14171,2,17,Pascal Dupraz,Home,0
244,2223923,1,4,Élie Baup,1041,4,2,Rémi Garde,Home,0
750,2223928,2,15,Eric Hély,14171,1,18,Pascal Dupraz,Home,1
1095,2223914,1,19,Jean-Marc Furlan,969,1,14,René Girard,Home,0
595,2223921,3,11,Frédéric Hantz,40,1,8,Francis Gillot,Home,1
1158,2223898,4,9,Christian Gourcuff,1147,4,14,Alex Dupont,Home,0
1421,2223922,1,7,Hubert Fournier,1095,1,19,Jean-Marc Furlan,Home,0
1159,2223925,1,20,Jean Fernandez,273,3,9,Frédéric Antonetti,Home,0
1159,2223899,0,20,Jean Fernandez,583,1,1,Carlo Ancelotti,Home,0
1082,2223926,2,10,Rudi Garcia,1423,1,6,Daniel Sanchez,Home,1
14171,2223918,0,18,Pascal Dupraz,1082,2,8,Rudi Garcia,Home,0
3911,2223912,2,13,Landry Chauvin,1158,0,11,Christian Gourcuff,Home,1
1095,2223908,1,19,Jean-Marc Furlan,244,0,2,Élie Baup,Home,1
415,2223920,3,3,Alain Casanova,3911,1,16,Landry Chauvin,Home,1
1147,2223909,0,13,Alex Dupont,595,0,12,Frédéric Hantz,Home,0
1159,2223910,1,20,Jean Fernandez,750,1,18,Eric Hély,Home,0
14171,2223906,0,17,Pascal Dupraz,415,4,4,Alain Casanova,Home,0
417,2223904,1,15,Claude Puel,618,1,10,Christophe Galtier,Home,0
417,2223967,2,9,Claude Puel,583,1,4,Carlo Ancelotti,Home,1
273,2223902,2,9,Frédéric Antonetti,969,1,16,René Girard,Home,1
618,2223900,2,5,Christophe Galtier,273,0,12,Frédéric Antonetti,Home,1
244,2223858,2,1,Élie Baup,583,2,2,Carlo Ancelotti,Home,0
1423,2223901,6,5,Daniel Sanchez,1158,1,8,Christian Gourcuff,Home,1
1423,2223950,1,6,Daniel Sanchez,969,1,14,René Girard,Home,0
583,2223916,1,2,Carlo Ancelotti,618,2,6,Christophe Galtier,Home,0
595,2223863,3,13,Frédéric Hantz,1095,2,20,Jean-Marc Furlan,Home,1
750,2223860,0,18,Eric Hély,273,1,11,Frédéric Antonetti,Home,0
1082,2223859,2,10,Rudi Garcia,1147,0,14,Alex Dupont,Home,1
1421,2223874,3,5,Hubert Fournier,417,1,15,Claude Puel,Home,1
415,2223873,2,7,Alain Casanova,1423,2,8,Daniel Sanchez,Home,0
